,e68,dx,dy,r,m1,m2
269,-0.15898326,1.6983178,-1.7295369,2.4239597,1.6106896,0.21152598
270,0.46645725,0.26908922,0.2583423,0.37302783,1.6106896,0.38836706
271,-0.14623648,1.0476444,0.5538962,1.1850568,1.6106896,3.3356476
272,0.19645295,-0.23899508,-1.324635,1.3460225,0.38836706,3.2675312
273,0.013171084,1.4292285,-1.9878793,2.4483378,0.38836706,0.21152598
274,-0.47328287,-0.26908922,-0.2583423,0.37302783,0.38836706,1.6106896
275,0.11515763,0.77855515,0.29555386,0.8327666,0.38836706,3.3356476
276,0.6599282,-1.0175502,-1.620189,1.9132226,3.3356476,3.2675312
277,0.37131673,0.6506734,-2.283433,2.3743298,3.3356476,0.21152598
278,0.1481756,-1.0476444,-0.5538962,1.1850568,3.3356476,1.6106896
279,-0.11694017,-0.77855515,-0.29555386,0.8327666,3.3356476,0.38836706
280,0.016756326,-0.32379174,0.83090144,0.89176136,0.22308534,1.708205
281,-0.42845607,-0.08237696,-0.27588266,0.28791875,0.22308534,0.2767991
282,-0.6161151,1.2484148,1.3229305,1.8189789,0.22308534,0.8997595
283,-0.088134296,1.1636488,-1.0858822,1.5916089,0.22308534,2.7875044
284,-0.018996455,0.32379174,-0.83090144,0.89176136,1.708205,0.22308534
285,0.04026854,0.24141479,-1.1067841,1.1328071,1.708205,0.2767991
286,-0.4712381,1.5722065,0.49202904,1.6473997,1.708205,0.8997595
287,-0.024057653,1.4874406,-1.9167836,2.426219,1.708205,2.7875044
288,0.43231466,0.08237696,0.27588266,0.28791875,0.2767991,0.22308534
289,-0.044794515,-0.24141479,1.1067841,1.1328071,0.2767991,1.708205
290,-0.8002032,1.3307917,1.598813,2.0801945,0.2767991,0.8997595
291,-0.13489732,1.2460258,-0.80999947,1.4861627,0.2767991,2.7875044
292,0.6268109,-1.2484148,-1.3229305,1.8189789,0.8997595,0.22308534
293,0.48321244,-1.5722065,-0.49202904,1.6473997,0.8997595,1.708205
294,0.8180343,-1.3307917,-1.598813,2.0801945,0.8997595,0.2767991
295,0.6758733,-0.08476591,-2.4088125,2.4103036,0.8997595,2.7875044
296,0.09564567,-1.1636488,1.0858822,1.5916089,2.7875044,0.22308534
297,0.052868105,-1.4874406,1.9167836,2.426219,2.7875044,1.708205
298,0.1371245,-1.2460258,0.80999947,1.4861627,2.7875044,0.2767991
299,-0.65776724,0.08476591,2.4088125,2.4103036,2.7875044,0.8997595
300,-0.42020145,1.4902978,0.49671125,1.5708945,1.0847111,0.2863274
301,-0.423306,1.4723499,0.5481006,1.5710597,1.0847111,0.2559677
302,0.17527457,-0.038033724,0.55296326,0.55426973,1.0847111,0.25754076
303,0.12159627,-0.19816315,-1.1939886,1.2103212,1.0847111,1.5997808
304,0.42971632,-1.4902978,-0.49671125,1.5708945,0.2863274,1.0847111
305,0.20301367,-0.017947912,0.051389337,0.054433364,0.2863274,0.2559677
306,0.3311351,-1.5283315,0.056252003,1.5293664,0.2863274,0.25754076
307,1.070058,-1.688461,-1.6906998,2.3894281,0.2863274,1.5997808
308,0.43369776,-1.4723499,-0.5481006,1.5710597,0.2559677,1.0847111
309,-0.19367729,0.017947912,-0.051389337,0.054433364,0.2559677,0.2863274
310,0.32783592,-1.5103836,0.004862666,1.5103914,0.2559677,0.25754076
311,1.0857778,-1.670513,-1.7420892,2.413605,0.2559677,1.5997808
312,-0.17693558,0.038033724,-0.55296326,0.55426973,0.25754076,1.0847111
313,-0.3239751,1.5283315,-0.056252003,1.5293664,0.25754076,0.2863274
314,-0.3204888,1.5103836,-0.004862666,1.5103914,0.25754076,0.2559677
315,0.3891518,-0.16012943,-1.7469518,1.7542753,0.25754076,1.5997808
316,-0.11901459,0.19816315,1.1939886,1.2103212,1.5997808,1.0847111
317,-1.0470995,1.688461,1.6906998,2.3894281,1.5997808,0.2863274
318,-1.0608724,1.670513,1.7420892,2.413605,1.5997808,0.2559677
319,-0.3782191,0.16012943,1.7469518,1.7542753,1.5997808,0.25754076
320,0.15308449,0.5968158,-0.21542001,0.63450366,0.77244407,0.14444919
321,0.5634593,0.055032015,0.13704383,0.14768052,0.77244407,0.15126254
322,-0.13978784,-0.7430408,0.086945295,0.74811035,0.77244407,0.9052063
323,-0.17260985,-0.067276716,1.4064794,1.4080875,0.77244407,3.8229337
324,-0.1545243,-0.5968158,0.21542001,0.63450366,0.14444919,0.77244407
325,-0.09647438,-0.5417838,0.35246384,0.6463439,0.14444919,0.15126254
326,0.19771099,-1.3398566,0.3023653,1.3735503,0.14444919,0.9052063
327,-0.12945697,-0.66409254,1.6218994,1.7525914,0.14444919,3.8229337
328,-0.5429823,-0.055032015,-0.13704383,0.14768052,0.15126254,0.77244407
329,0.09534622,0.5417838,-0.35246384,0.6463439,0.15126254,0.14444919
330,-0.122698225,-0.7980728,-0.05009854,0.79964375,0.15126254,0.9052063
331,-0.1098867,-0.12230873,1.2694355,1.2753141,0.15126254,3.8229337
332,0.13531469,0.7430408,-0.086945295,0.74811035,0.9052063,0.77244407
333,-0.1939756,1.3398566,-0.3023653,1.3735503,0.9052063,0.14444919
334,0.12316833,0.7980728,0.05009854,0.79964375,0.9052063,0.15126254
335,-0.33520517,0.6757641,1.3195341,1.4825071,0.9052063,3.8229337
336,0.1762494,0.067276716,-1.4064794,1.4080875,3.8229337,0.77244407
337,0.14287587,0.66409254,-1.6218994,1.7525914,3.8229337,0.14444919
338,0.108357154,0.12230873,-1.2694355,1.2753141,3.8229337,0.15126254
339,0.33537358,-0.6757641,-1.3195341,1.4825071,3.8229337,0.9052063
340,0.018590093,0.4586358,-0.52572393,0.6976622,0.68077904,6.729475
341,0.03909443,0.4376819,-1.1074933,1.1908429,0.68077904,0.98673713
342,0.12502277,0.6980922,-0.19926688,0.7259753,0.68077904,1.173455
343,-0.061666407,1.4315288,-1.6988245,2.2215488,0.68077904,2.334228
344,-0.019849211,-0.4586358,0.52572393,0.6976622,6.729475,0.68077904
345,-0.19814414,-0.020953894,-0.58176935,0.5821466,6.729475,0.98673713
346,0.4098482,0.23945642,0.32645708,0.40486246,6.729475,1.173455
347,-0.039952796,0.972893,-1.1731006,1.524036,6.729475,2.334228
348,-0.037922192,-0.4376819,1.1074933,1.1908429,0.98673713,0.68077904
349,0.19286947,0.020953894,0.58176935,0.5821466,0.98673713,6.729475
350,0.024271514,0.2604103,0.90822643,0.9448221,0.98673713,1.173455
351,-0.05013395,0.9938469,-0.59133124,1.156462,0.98673713,2.334228
352,-0.12598571,-0.6980922,0.19926688,0.7259753,1.173455,0.68077904
353,-0.42614764,-0.23945642,-0.32645708,0.40486246,1.173455,6.729475
354,-0.028881613,-0.2604103,-0.90822643,0.9448221,1.173455,0.98673713
355,0.08893119,0.7334366,-1.4995577,1.669312,1.173455,2.334228
356,0.08422281,-1.4315288,1.6988245,2.2215488,2.334228,0.68077904
357,0.030237846,-0.972893,1.1731006,1.524036,2.334228,6.729475
