,e62,dx,dy,r,m1,m2
202,9.403845e-06,-0.13085377,1.0137174,1.022128,1.963362,5.543755
203,9.403845e-06,0.58822536,0.77940905,0.97646683,1.963362,2.4276671
204,9.403845e-06,-1.1905619,0.4131897,1.2602235,1.9471645,1.963362
205,9.403845e-06,-0.09032321,0.56142735,0.5686466,1.9471645,0.7417685
206,9.403845e-06,-1.3214157,1.4269071,1.9447887,1.9471645,5.543755
207,9.403845e-06,-0.6023365,1.1925988,1.3360769,1.9471645,2.4276671
208,9.403845e-06,-1.1002387,-0.14823768,1.11018,0.7417685,1.963362
209,9.403845e-06,0.09032321,-0.56142735,0.5686466,0.7417685,1.9471645
210,9.403845e-06,-1.2310925,0.8654797,1.5048733,0.7417685,5.543755
211,9.403845e-06,-0.5120133,0.63117135,0.812733,0.7417685,2.4276671
212,9.403845e-06,0.13085377,-1.0137174,1.022128,5.543755,1.963362
213,9.403845e-06,1.3214157,-1.4269071,1.9447887,5.543755,1.9471645
214,9.403845e-06,1.2310925,-0.8654797,1.5048733,5.543755,0.7417685
215,9.403845e-06,0.71907914,-0.23430836,0.75629044,5.543755,2.4276671
216,9.403845e-06,-0.58822536,-0.77940905,0.97646683,2.4276671,1.963362
217,9.403845e-06,0.6023365,-1.1925988,1.3360769,2.4276671,1.9471645
218,9.403845e-06,0.5120133,-0.63117135,0.812733,2.4276671,0.7417685
219,9.403845e-06,-0.71907914,0.23430836,0.75629044,2.4276671,5.543755
220,-0.09922647,-0.8149786,-3.889062,3.9735365,0.91513383,0.7152464
221,9.403845e-06,-0.8198948,-1.2631502,1.5059137,0.91513383,0.5241416
222,0.14438522,-2.2784014,-1.3807478,2.6641278,0.91513383,4.745533
223,0.08809728,-1.8373246,-1.1125946,2.1479359,0.91513383,0.42257014
224,1.2150537,0.8149786,3.889062,3.9735365,0.7152464,0.91513383
225,0.76105326,-0.004916191,2.6259117,2.6259165,0.7152464,0.5241416
226,1.3227997,-1.4634228,2.5083141,2.9040053,0.7152464,4.745533
227,1.2643802,-1.022346,2.7764673,2.9587097,0.7152464,0.42257014
228,9.403845e-06,0.8198948,1.2631502,1.5059137,0.5241416,0.91513383
229,-0.04842969,0.004916191,-2.6259117,2.6259165,0.5241416,0.7152464
230,9.403845e-06,-1.4585066,-0.11759758,1.4632398,0.5241416,4.745533
231,9.403845e-06,-1.0174298,0.15055561,1.0285089,0.5241416,0.42257014
232,0.06728194,2.2784014,1.3807478,2.6641278,4.745533,0.91513383
233,0.022390256,1.4634228,-2.5083141,2.9040053,4.745533,0.7152464
234,9.403845e-06,1.4585066,0.11759758,1.4632398,4.745533,0.5241416
235,9.403845e-06,0.44107676,0.2681532,0.5161926,4.745533,0.42257014
236,0.0942771,1.8373246,1.1125946,2.1479359,0.42257014,0.91513383
237,0.032709725,1.022346,-2.7764673,2.9587097,0.42257014,0.7152464
238,9.403845e-06,1.0174298,-0.15055561,1.0285089,0.42257014,0.5241416
239,9.403845e-06,-0.44107676,-0.2681532,0.5161926,0.42257014,4.745533
240,9.403845e-06,-1.2402521,-0.7123281,1.4302576,0.5861846,2.4545918
241,-0.04986835,-1.6585877,-2.2978215,2.8338838,0.5861846,1.166231
242,9.403845e-06,-1.4294516,-0.5243701,1.5225952,0.5861846,1.1182036
243,9.403845e-06,-0.6844239,-1.6523858,1.7885231,0.5861846,1.3484592
244,9.403845e-06,1.2402521,0.7123281,1.4302576,2.4545918,0.5861846
245,9.403845e-06,-0.41833556,-1.5854933,1.6397542,2.4545918,1.166231
246,9.403845e-06,-0.18919948,0.187958,0.26669204,2.4545918,1.1182036
247,9.403845e-06,0.5558282,-0.94005775,1.0920868,2.4545918,1.3484592
248,0.45309943,1.6585877,2.2978215,2.8338838,1.166231,0.5861846
249,9.403845e-06,0.41833556,1.5854933,1.6397542,1.166231,2.4545918
250,9.403845e-06,0.22913608,1.7734513,1.7881926,1.166231,1.1182036
251,9.403845e-06,0.9741637,0.6454356,1.1685811,1.166231,1.3484592
252,9.403845e-06,1.4294516,0.5243701,1.5225952,1.1182036,0.5861846
253,9.403845e-06,0.18919948,-0.187958,0.26669204,1.1182036,2.4545918
254,9.403845e-06,-0.22913608,-1.7734513,1.7881926,1.1182036,1.166231
255,9.403845e-06,0.74502766,-1.1280158,1.3518454,1.1182036,1.3484592
256,9.403845e-06,0.6844239,1.6523858,1.7885231,1.3484592,0.5861846
257,9.403845e-06,-0.5558282,0.94005775,1.0920868,1.3484592,2.4545918
258,9.403845e-06,-0.9741637,-0.6454356,1.1685811,1.3484592,1.166231
259,9.403845e-06,-0.74502766,1.1280158,1.3518454,1.3484592,1.1182036
260,9.403845e-06,-0.3456869,0.27463427,0.44150135,3.2675312,0.21152598
261,9.403845e-06,0.30909038,1.5711732,1.6012877,3.2675312,1.6106896
262,9.403845e-06,-0.91722584,-0.041145593,0.9181482,3.2675312,0.38836706
263,9.403845e-06,0.76059604,0.40828815,0.8632529,3.2675312,3.3356476
264,9.403845e-06,0.3456869,-0.27463427,0.44150135,0.21152598,3.2675312
265,9.403845e-06,0.6547773,1.296539,1.4524966,0.21152598,1.6106896
266,9.403845e-06,-0.5715389,-0.31577986,0.65297294,0.21152598,0.38836706
267,9.403845e-06,1.106283,0.13365388,1.1143273,0.21152598,3.3356476
268,9.403845e-06,-0.30909038,-1.5711732,1.6012877,1.6106896,3.2675312
269,9.403845e-06,-0.6547773,-1.296539,1.4524966,1.6106896,0.21152598
270,-0.04717496,-1.2263162,-1.6123188,2.0256908,1.6106896,0.38836706
271,9.403845e-06,0.45150566,-1.1628851,1.2474611,1.6106896,3.3356476
272,9.403845e-06,0.91722584,0.041145593,0.9181482,0.38836706,3.2675312
273,9.403845e-06,0.5715389,0.31577986,0.65297294,0.38836706,0.21152598
274,0.24602744,1.2263162,1.6123188,2.0256908,0.38836706,1.6106896
275,9.403845e-06,1.6778219,0.44943374,1.7369734,0.38836706,3.3356476
276,9.403845e-06,-0.76059604,-0.40828815,0.8632529,3.3356476,3.2675312
277,9.403845e-06,-1.106283,-0.13365388,1.1143273,3.3356476,0.21152598
278,9.403845e-06,-0.45150566,1.1628851,1.2474611,3.3356476,1.6106896
279,9.403845e-06,-1.6778219,-0.44943374,1.7369734,3.3356476,0.38836706
280,0.00814934,-1.4741883,1.3275973,1.9838713,0.22308534,1.708205
281,0.22118077,-2.2074366,-0.8017534,2.3485281,0.22308534,0.2767991
282,9.403845e-06,-1.7151122,-0.34497833,1.7494627,0.22308534,0.8997595
283,9.403845e-06,-1.8146489,-0.3113172,1.8411596,0.22308534,2.7875044
284,0.0020805604,1.4741883,-1.3275973,1.9838713,1.708205,0.22308534
285,-0.07223555,-0.73324823,-2.1293507,2.2520628,1.708205,0.2767991
286,9.403845e-06,-0.24092388,-1.6725756,1.6898383,1.708205,0.8997595
287,9.403845e-06,-0.34046054,-1.6389145,1.6739038,1.708205,2.7875044
288,0.03826355,2.2074366,0.8017534,2.3485281,0.2767991,0.22308534
289,0.46398148,0.73324823,2.1293507,2.2520628,0.2767991,1.708205
290,9.403845e-06,0.49232435,0.45677507,0.67158526,0.2767991,0.8997595
291,9.403845e-06,0.3927877,0.4904362,0.62833893,0.2767991,2.7875044
292,9.403845e-06,1.7151122,0.34497833,1.7494627,0.8997595,0.22308534
293,9.403845e-06,0.24092388,1.6725756,1.6898383,0.8997595,1.708205
294,9.403845e-06,-0.49232435,-0.45677507,0.67158526,0.8997595,0.2767991
295,9.403845e-06,-0.09953666,0.033661127,0.105074346,0.8997595,2.7875044
296,9.403845e-06,1.8146489,0.3113172,1.8411596,2.7875044,0.22308534
297,9.403845e-06,0.34046054,1.6389145,1.6739038,2.7875044,1.708205
298,9.403845e-06,-0.3927877,-0.4904362,0.62833893,2.7875044,0.2767991
299,9.403845e-06,0.09953666,-0.033661127,0.105074346,2.7875044,0.8997595
300,1.0800312,-1.4216515,2.1014595,2.5371687,1.0847111,0.2863274
301,9.403845e-06,-0.27469182,1.3536979,1.3812869,1.0847111,0.2559677
302,9.403845e-06,-1.2305952,0.28779367,1.2637998,1.0847111,0.25754076
303,9.403845e-06,-0.63088083,-0.06498912,0.63421935,1.0847111,1.5997808
304,0.020098448,1.4216515,-2.1014595,2.5371687,0.2863274,1.0847111
305,9.403845e-06,1.1469597,-0.7477617,1.3691838,0.2863274,0.2559677
306,9.403845e-06,0.19105625,-1.8136659,1.8237013,0.2863274,0.25754076
307,0.007522839,0.79077065,-2.1664486,2.3062563,0.2863274,1.5997808
308,9.403845e-06,0.27469182,-1.3536979,1.3812869,0.2559677,1.0847111
309,9.403845e-06,-1.1469597,0.7477617,1.3691838,0.2559677,0.2863274
310,9.403845e-06,-0.9559034,-1.0659041,1.4317482,0.2559677,0.25754076
311,9.403845e-06,-0.356189,-1.418687,1.4627178,0.2559677,1.5997808
312,9.403845e-06,1.2305952,-0.28779367,1.2637998,0.25754076,1.0847111
313,9.403845e-06,-0.19105625,1.8136659,1.8237013,0.25754076,0.2863274
314,9.403845e-06,0.9559034,1.0659041,1.4317482,0.25754076,0.2559677
315,9.403845e-06,0.5997144,-0.3527828,0.6957823,0.25754076,1.5997808
316,9.403845e-06,0.63088083,0.06498912,0.63421935,1.5997808,1.0847111
317,0.8213048,-0.79077065,2.1664486,2.3062563,1.5997808,0.2863274
318,9.403845e-06,0.356189,1.418687,1.4627178,1.5997808,0.2559677
319,9.403845e-06,-0.5997144,0.3527828,0.6957823,1.5997808,0.25754076
320,9.403845e-06,-0.30111647,1.0586424,1.1006339,0.77244407,0.14444919
321,9.403845e-06,1.3387201,0.32588792,1.3778151,0.77244407,0.15126254
322,9.403845e-06,-0.22443342,-0.63791573,0.6762447,0.77244407,0.9052063
323,0.27741852,1.4351594,1.7365848,2.252867,0.77244407,3.8229337
324,9.403845e-06,0.30111647,-1.0586424,1.1006339,0.14444919,0.77244407
325,9.403845e-06,1.6398365,-0.73275447,1.796105,0.14444919,0.15126254
326,9.403845e-06,0.076683044,-1.6965581,1.6982902,0.14444919,0.9052063
327,9.403845e-06,1.7362759,0.6779424,1.8639367,0.14444919,3.8229337
328,9.403845e-06,-1.3387201,-0.32588792,1.3778151,0.15126254,0.77244407
329,9.403845e-06,-1.6398365,0.73275447,1.796105,0.15126254,0.14444919
330,9.403845e-06,-1.5631535,-0.96380365,1.8364004,0.15126254,0.9052063
331,9.403845e-06,0.09643936,1.4106969,1.4139895,0.15126254,3.8229337
332,9.403845e-06,0.22443342,0.63791573,0.6762447,0.9052063,0.77244407
333,9.403845e-06,-0.076683044,1.6965581,1.6982902,0.9052063,0.14444919
334,9.403845e-06,1.5631535,0.96380365,1.8364004,0.9052063,0.15126254
335,0.48455614,1.6595929,2.3745005,2.8969812,0.9052063,3.8229337
336,0.0034160335,-1.4351594,-1.7365848,2.252867,3.8229337,0.77244407
337,9.403845e-06,-1.7362759,-0.6779424,1.8639367,3.8229337,0.14444919
338,9.403845e-06,-0.09643936,-1.4106969,1.4139895,3.8229337,0.15126254
339,-0.0008867392,-1.6595929,-2.3745005,2.8969812,3.8229337,0.9052063
340,9.403845e-06,0.64300966,0.4706009,0.79682285,0.68077904,6.729475
341,9.403845e-06,-0.40771914,-0.18691587,0.4485225,0.68077904,0.98673713
342,9.403845e-06,0.9865463,0.2697624,1.0227636,0.68077904,1.173455
343,9.403845e-06,0.5514257,-0.033120155,0.5524194,0.68077904,2.334228
344,9.403845e-06,-0.64300966,-0.4706009,0.79682285,6.729475,0.68077904
345,9.403845e-06,-1.0507288,-0.6575168,1.2394996,6.729475,0.98673713
346,9.403845e-06,0.34353662,-0.2008385,0.39793655,6.729475,1.173455
347,9.403845e-06,-0.09158397,-0.50372106,0.51197904,6.729475,2.334228
348,9.403845e-06,0.40771914,0.18691587,0.4485225,0.98673713,0.68077904
